customer_id,revenue_date,subscription_tier,monthly_revenue,acquisition_source,customer_lifetime_month
1010,2024-09-22,Professional,59,HubSpot,6
1011,2024-03-02,Business,99,HubSpot,1
1011,2024-04-01,Business,99,HubSpot,2
1011,2024-05-01,Business,99,HubSpot,3
1011,2024-05-31,Business,99,HubSpot,4
1012,2024-04-01,Enterprise,199,HubSpot,1
1012,2024-05-01,Enterprise,199,HubSpot,2
1012,2024-05-31,Enterprise,199,HubSpot,3
1012,2024-06-30,Enterprise,199,HubSpot,4
1012,2024-07-30,Enterprise,199,HubSpot,5
1012,2024-08-29,Enterprise,199,HubSpot,6
1012,2024-09-28,Enterprise,199,HubSpot,7
1012,2024-10-28,Enterprise,199,HubSpot,8
1013,2024-02-19,Professional,59,HubSpot,1
1013,2024-03-20,Professional,59,HubSpot,2
1013,2024-04-19,Professional,59,HubSpot,3
1013,2024-05-19,Professional,59,HubSpot,4
1014,2024-04-09,Professional,59,HubSpot,1
1014,2024-05-09,Professional,59,HubSpot,2
1014,2024-06-08,Professional,59,HubSpot,3
1014,2024-07-08,Professional,59,HubSpot,4
1014,2024-08-07,Professional,59,HubSpot,5
1014,2024-09-06,Business,99,HubSpot,6
1014,2024-10-06,Enterprise,199,HubSpot,7
1014,2024-11-05,Enterprise,199,HubSpot,8
1014,2024-12-05,Enterprise,199,HubSpot,9
1014,2025-01-04,Enterprise,199,HubSpot,10
1014,2025-02-03,Enterprise,199,HubSpot,11
1015,2024-05-28,Starter,29,HubSpot,1
1015,2024-06-27,Starter,29,HubSpot,2
1015,2024-07-27,Starter,29,HubSpot,3
1015,2024-08-26,Starter,29,HubSpot,4
1016,2024-03-15,Business,99,HubSpot,1
1016,2024-04-14,Business,99,HubSpot,2
1016,2024-05-14,Business,99,HubSpot,3
1016,2024-06-13,Business,99,HubSpot,4
1016,2024-07-13,Business,99,HubSpot,5
1016,2024-08-12,Business,99,HubSpot,6
1016,2024-09-11,Enterprise,199,HubSpot,7
1016,2024-10-11,Enterprise,199,HubSpot,8
1016,2024-11-10,Enterprise,199,HubSpot,9
1016,2024-12-10,Enterprise,199,HubSpot,10
1016,2025-01-09,Enterprise,199,HubSpot,11
1016,2025-02-08,Enterprise,199,HubSpot,12
1017,2024-05-01,Enterprise,199,HubSpot,1
1018,2024-06-05,Professional,59,HubSpot,1
1018,2024-07-05,Professional,59,HubSpot,2
1018,2024-08-04,Professional,59,HubSpot,3
1018,2024-09-03,Professional,59,HubSpot,4
1018,2024-10-03,Business,99,HubSpot,5
1018,2024-11-02,Business,99,HubSpot,6
1018,2024-12-02,Business,99,HubSpot,7
1019,2024-04-07,Enterprise,199,HubSpot,1
1019,2024-05-07,Enterprise,199,HubSpot,2
1019,2024-06-06,Enterprise,199,HubSpot,3
1019,2024-07-06,Enterprise,199,HubSpot,4
1019,2024-08-05,Enterprise,199,HubSpot,5
1021,2024-03-27,Enterprise,199,HubSpot,1
1022,2024-02-19,Starter,29,HubSpot,1
1022,2024-03-20,Starter,29,HubSpot,2
1022,2024-04-19,Starter,29,HubSpot,3
1022,2024-05-19,Starter,29,HubSpot,4
1022,2024-06-18,Professional,59,HubSpot,5
1023,2024-03-17,Business,99,HubSpot,1
1023,2024-04-16,Business,99,HubSpot,2
1024,2024-04-23,Business,99,HubSpot,1
1024,2024-05-23,Business,99,HubSpot,2
1024,2024-06-22,Business,99,HubSpot,3
1024,2024-07-22,Business,99,HubSpot,4
1024,2024-08-21,Business,99,HubSpot,5
1024,2024-09-20,Business,99,HubSpot,6
1024,2024-10-20,Business,99,HubSpot,7
1026,2024-02-17,Enterprise,199,HubSpot,1
1026,2024-03-18,Enterprise,199,HubSpot,2
1026,2024-04-17,Enterprise,199,HubSpot,3
1026,2024-05-17,Enterprise,199,HubSpot,4
1026,2024-06-16,Enterprise,199,HubSpot,5
1026,2024-07-16,Enterprise,199,HubSpot,6
1026,2024-08-15,Enterprise,199,HubSpot,7
1026,2024-09-14,Enterprise,199,HubSpot,8
1028,2024-02-13,Professional,59,HubSpot,1
1028,2024-03-14,Professional,59,HubSpot,2
1028,2024-04-13,Professional,59,HubSpot,3
1029,2024-04-20,Professional,59,HubSpot,1
1029,2024-05-20,Professional,59,HubSpot,2
1029,2024-06-19,Professional,59,HubSpot,3
1029,2024-07-19,Professional,59,HubSpot,4
1029,2024-08-18,Professional,59,HubSpot,5
1030,2024-02-25,Professional,59,HubSpot,1
1030,2024-03-26,Professional,59,HubSpot,2
1030,2024-04-25,Professional,59,HubSpot,3
1030,2024-05-25,Professional,59,HubSpot,4
1030,2024-06-24,Professional,59,HubSpot,5
1030,2024-07-24,Professional,59,HubSpot,6
1030,2024-08-23,Professional,59,HubSpot,7
1030,2024-09-22,Professional,59,HubSpot,8
1031,2024-03-04,Business,99,HubSpot,1
1031,2024-04-03,Business,99,HubSpot,2
1031,2024-05-03,Business,99,HubSpot,3
1031,2024-06-02,Business,99,HubSpot,4
1031,2024-07-02,Business,99,HubSpot,5
1031,2024-08-01,Business,99,HubSpot,6
1032,2024-02-04,Professional,59,HubSpot,1
1032,2024-03-05,Professional,59,HubSpot,2
1032,2024-04-04,Professional,59,HubSpot,3
1032,2024-05-04,Professional,59,HubSpot,4
1033,2024-02-26,Business,99,HubSpot,1
1033,2024-03-27,Business,99,HubSpot,2
1033,2024-04-26,Business,99,HubSpot,3
1033,2024-05-26,Business,99,HubSpot,4
1033,2024-06-25,Business,99,HubSpot,5
1033,2024-07-25,Business,99,HubSpot,6
1033,2024-08-24,Business,99,HubSpot,7
1033,2024-09-23,Business,99,HubSpot,8
1033,2024-10-23,Business,99,HubSpot,9
1034,2024-04-24,Business,99,HubSpot,1
1034,2024-05-24,Business,99,HubSpot,2
1034,2024-06-23,Business,99,HubSpot,3
1034,2024-07-23,Business,99,HubSpot,4
1034,2024-08-22,Business,99,HubSpot,5
1034,2024-09-21,Business,99,HubSpot,6
1034,2024-10-21,Business,99,HubSpot,7
1034,2024-11-20,Business,99,HubSpot,8
1034,2024-12-20,Business,99,HubSpot,9
1035,2024-05-25,Business,99,HubSpot,1
1035,2024-06-24,Business,99,HubSpot,2
1035,2024-07-24,Business,99,HubSpot,3
1036,2024-02-20,Business,99,HubSpot,1
1036,2024-03-21,Business,99,HubSpot,2
1036,2024-04-20,Business,99,HubSpot,3
1036,2024-05-20,Business,99,HubSpot,4
1037,2024-04-09,Starter,29,HubSpot,1
1037,2024-05-09,Starter,29,HubSpot,2
1037,2024-06-08,Starter,29,HubSpot,3
1037,2024-07-08,Starter,29,HubSpot,4
1037,2024-08-07,Starter,29,HubSpot,5
1037,2024-09-06,Starter,29,HubSpot,6
1037,2024-10-06,Starter,29,HubSpot,7
1039,2024-02-20,Business,99,HubSpot,1
1039,2024-03-21,Business,99,HubSpot,2
1039,2024-04-20,Business,99,HubSpot,3
1039,2024-05-20,Business,99,HubSpot,4
1039,2024-06-19,Business,99,HubSpot,5
1039,2024-07-19,Business,99,HubSpot,6
1039,2024-08-18,Business,99,HubSpot,7
1039,2024-09-17,Enterprise,199,HubSpot,8
1039,2024-10-17,Enterprise,199,HubSpot,9
1039,2024-11-16,Enterprise,199,HubSpot,10
1040,2024-03-10,Professional,59,HubSpot,1
1040,2024-04-09,Professional,59,HubSpot,2
1040,2024-05-09,Professional,59,HubSpot,3
1040,2024-06-08,Professional,59,HubSpot,4
1040,2024-07-08,Professional,59,HubSpot,5
1040,2024-08-07,Professional,59,HubSpot,6
1041,2024-04-09,Enterprise,199,HubSpot,1
1042,2024-04-28,Professional,59,HubSpot,1
1042,2024-05-28,Professional,59,HubSpot,2
1042,2024-06-27,Professional,59,HubSpot,3
1042,2024-07-27,Professional,59,HubSpot,4
1042,2024-08-26,Professional,59,HubSpot,5
1042,2024-09-25,Professional,59,HubSpot,6
1042,2024-10-25,Professional,59,HubSpot,7
1042,2024-11-24,Professional,59,HubSpot,8
1042,2024-12-24,Professional,59,HubSpot,9
1042,2025-01-23,Professional,59,HubSpot,10
1043,2024-04-29,Enterprise,199,HubSpot,1
1043,2024-05-29,Enterprise,199,HubSpot,2
1043,2024-06-28,Enterprise,199,HubSpot,3
1043,2024-07-28,Enterprise,199,HubSpot,4
1044,2024-04-28,Business,99,HubSpot,1
1044,2024-05-28,Business,99,HubSpot,2
1044,2024-06-27,Business,99,HubSpot,3
1044,2024-07-27,Business,99,HubSpot,4
1044,2024-08-26,Business,99,HubSpot,5
1044,2024-09-25,Enterprise,199,HubSpot,6
1044,2024-10-25,Enterprise,199,HubSpot,7
1044,2024-11-24,Enterprise,199,HubSpot,8
1045,2024-02-29,Starter,29,HubSpot,1
1045,2024-03-30,Starter,29,HubSpot,2
1045,2024-04-29,Starter,29,HubSpot,3
1045,2024-05-29,Starter,29,HubSpot,4
1045,2024-06-28,Starter,29,HubSpot,5
1045,2024-07-28,Starter,29,HubSpot,6
1045,2024-08-27,Starter,29,HubSpot,7
1045,2024-09-26,Starter,29,HubSpot,8
1045,2024-10-26,Professional,59,HubSpot,9
1045,2024-11-25,Professional,59,HubSpot,10
1045,2024-12-25,Professional,59,HubSpot,11
1045,2025-01-24,Professional,59,HubSpot,12
1046,2024-04-08,Enterprise,199,HubSpot,1
1046,2024-05-08,Enterprise,199,HubSpot,2
1047,2024-03-18,Professional,59,HubSpot,1
1047,2024-04-17,Professional,59,HubSpot,2
1047,2024-05-17,Professional,59,HubSpot,3
1047,2024-06-16,Professional,59,HubSpot,4
1047,2024-07-16,Professional,59,HubSpot,5
1047,2024-08-15,Business,99,HubSpot,6
1048,2024-04-27,Starter,29,HubSpot,1
1048,2024-05-27,Starter,29,HubSpot,2
1049,2024-05-15,Professional,59,HubSpot,1
1049,2024-06-14,Professional,59,HubSpot,2
1049,2024-07-14,Professional,59,HubSpot,3
1049,2024-08-13,Professional,59,HubSpot,4
1049,2024-09-12,Professional,59,HubSpot,5
1049,2024-10-12,Professional,59,HubSpot,6
1049,2024-11-11,Professional,59,HubSpot,7
1049,2024-12-11,Professional,59,HubSpot,8
1049,2025-01-10,Professional,59,HubSpot,9
1050,2024-05-05,Enterprise,199,HubSpot,1
1050,2024-06-04,Enterprise,199,HubSpot,2
1050,2024-07-04,Enterprise,199,HubSpot,3
1051,2024-03-30,Enterprise,199,HubSpot,1
1051,2024-04-29,Enterprise,199,HubSpot,2
1051,2024-05-29,Enterprise,199,HubSpot,3
1051,2024-06-28,Enterprise,199,HubSpot,4
1051,2024-07-28,Enterprise,199,HubSpot,5
1051,2024-08-27,Enterprise,199,HubSpot,6
1051,2024-09-26,Enterprise,199,HubSpot,7
1051,2024-10-26,Enterprise,199,HubSpot,8
1051,2024-11-25,Enterprise,199,HubSpot,9
1051,2024-12-25,Enterprise,199,HubSpot,10
1052,2024-06-03,Professional,59,HubSpot,1
1052,2024-07-03,Professional,59,HubSpot,2
1052,2024-08-02,Professional,59,HubSpot,3
1052,2024-09-01,Professional,59,HubSpot,4
1053,2024-02-16,Professional,59,HubSpot,1
1053,2024-03-17,Professional,59,HubSpot,2
1053,2024-04-16,Professional,59,HubSpot,3
1053,2024-05-16,Professional,59,HubSpot,4
1053,2024-06-15,Professional,59,HubSpot,5
1053,2024-07-15,Business,99,HubSpot,6
1054,2024-02-17,Professional,59,HubSpot,1
1055,2024-03-15,Business,99,HubSpot,1
1055,2024-04-14,Business,99,HubSpot,2
1055,2024-05-14,Business,99,HubSpot,3
1055,2024-06-13,Business,99,HubSpot,4
1055,2024-07-13,Enterprise,199,HubSpot,5
1055,2024-08-12,Enterprise,199,HubSpot,6
1056,2024-02-14,Professional,59,HubSpot,1
1056,2024-03-15,Professional,59,HubSpot,2
1056,2024-04-14,Professional,59,HubSpot,3
1056,2024-05-14,Professional,59,HubSpot,4
1057,2024-03-09,Business,99,HubSpot,1
1057,2024-04-08,Business,99,HubSpot,2
1057,2024-05-08,Business,99,HubSpot,3
1057,2024-06-07,Business,99,HubSpot,4
1057,2024-07-07,Business,99,HubSpot,5
1057,2024-08-06,Business,99,HubSpot,6
1057,2024-09-05,Business,99,HubSpot,7
1057,2024-10-05,Business,99,HubSpot,8
1058,2024-05-03,Business,99,HubSpot,1
1058,2024-06-02,Business,99,HubSpot,2
1058,2024-07-02,Business,99,HubSpot,3
1058,2024-08-01,Business,99,HubSpot,4
1058,2024-08-31,Business,99,HubSpot,5
1058,2024-09-30,Business,99,HubSpot,6
1058,2024-10-30,Business,99,HubSpot,7
1058,2024-11-29,Business,99,HubSpot,8
1058,2024-12-29,Enterprise,199,HubSpot,9
1058,2025-01-28,Enterprise,199,HubSpot,10
1058,2025-02-27,Enterprise,199,HubSpot,11
1059,2024-05-02,Business,99,HubSpot,1
1059,2024-06-01,Business,99,HubSpot,2
1059,2024-07-01,Business,99,HubSpot,3
1059,2024-07-31,Business,99,HubSpot,4
1059,2024-08-30,Enterprise,199,HubSpot,5
1059,2024-09-29,Enterprise,199,HubSpot,6
1059,2024-10-29,Enterprise,199,HubSpot,7
1059,2024-11-28,Enterprise,199,HubSpot,8
1060,2024-05-02,Professional,59,HubSpot,1
1060,2024-06-01,Professional,59,HubSpot,2
1060,2024-07-01,Professional,59,HubSpot,3
1060,2024-07-31,Professional,59,HubSpot,4
1060,2024-08-30,Professional,59,HubSpot,5
1060,2024-09-29,Professional,59,HubSpot,6
1060,2024-10-29,Professional,59,HubSpot,7
1060,2024-11-28,Professional,59,HubSpot,8
1061,2024-03-05,Enterprise,199,HubSpot,1
1061,2024-04-04,Enterprise,199,HubSpot,2
1061,2024-05-04,Enterprise,199,HubSpot,3
1061,2024-06-03,Enterprise,199,HubSpot,4
1061,2024-07-03,Enterprise,199,HubSpot,5
1061,2024-08-02,Enterprise,199,HubSpot,6
1061,2024-09-01,Enterprise,199,HubSpot,7
1061,2024-10-01,Enterprise,199,HubSpot,8
1061,2024-10-31,Enterprise,199,HubSpot,9
1061,2024-11-30,Enterprise,199,HubSpot,10
1062,2024-04-23,Starter,29,HubSpot,1
1062,2024-05-23,Starter,29,HubSpot,2
1062,2024-06-22,Starter,29,HubSpot,3
1062,2024-07-22,Starter,29,HubSpot,4
1062,2024-08-21,Starter,29,HubSpot,5
1062,2024-09-20,Professional,59,HubSpot,6
1062,2024-10-20,Professional,59,HubSpot,7
1062,2024-11-19,Professional,59,HubSpot,8
1062,2024-12-19,Professional,59,HubSpot,9
1063,2024-03-09,Professional,59,HubSpot,1
1063,2024-04-08,Professional,59,HubSpot,2
1063,2024-05-08,Professional,59,HubSpot,3
1063,2024-06-07,Professional,59,HubSpot,4
1063,2024-07-07,Professional,59,HubSpot,5
1063,2024-08-06,Professional,59,HubSpot,6
1063,2024-09-05,Professional,59,HubSpot,7
1063,2024-10-05,Professional,59,HubSpot,8
1063,2024-11-04,Professional,59,HubSpot,9
1063,2024-12-04,Professional,59,HubSpot,10
1063,2025-01-03,Professional,59,HubSpot,11
1065,2024-03-06,Business,99,HubSpot,1
1065,2024-04-05,Business,99,HubSpot,2
1065,2024-05-05,Business,99,HubSpot,3
1065,2024-06-04,Business,99,HubSpot,4
1065,2024-07-04,Business,99,HubSpot,5
1065,2024-08-03,Business,99,HubSpot,6
1065,2024-09-02,Business,99,HubSpot,7
1065,2024-10-02,Business,99,HubSpot,8
1065,2024-11-01,Business,99,HubSpot,9
1066,2024-02-16,Enterprise,199,HubSpot,1
1067,2024-02-07,Business,99,HubSpot,1
1067,2024-03-08,Business,99,HubSpot,2
1067,2024-04-07,Business,99,HubSpot,3
1067,2024-05-07,Business,99,HubSpot,4
1067,2024-06-06,Business,99,HubSpot,5
1067,2024-07-06,Business,99,HubSpot,6
1067,2024-08-05,Business,99,HubSpot,7
1067,2024-09-04,Business,99,HubSpot,8
1069,2024-05-09,Business,99,HubSpot,1
1069,2024-06-08,Business,99,HubSpot,2
1069,2024-07-08,Business,99,HubSpot,3
1069,2024-08-07,Business,99,HubSpot,4
1069,2024-09-06,Business,99,HubSpot,5
1069,2024-10-06,Enterprise,199,HubSpot,6
1069,2024-11-05,Enterprise,199,HubSpot,7
1069,2024-12-05,Enterprise,199,HubSpot,8
1069,2025-01-04,Enterprise,199,HubSpot,9
1069,2025-02-03,Enterprise,199,HubSpot,10
1070,2024-05-19,Professional,59,HubSpot,1
1070,2024-06-18,Professional,59,HubSpot,2
1070,2024-07-18,Professional,59,HubSpot,3
1070,2024-08-17,Professional,59,HubSpot,4
1071,2024-05-21,Enterprise,199,HubSpot,1
1071,2024-06-20,Enterprise,199,HubSpot,2
1071,2024-07-20,Enterprise,199,HubSpot,3
1071,2024-08-19,Enterprise,199,HubSpot,4
1072,2024-02-26,Business,99,HubSpot,1
1072,2024-03-27,Business,99,HubSpot,2
1072,2024-04-26,Business,99,HubSpot,3
1072,2024-05-26,Business,99,HubSpot,4
1072,2024-06-25,Business,99,HubSpot,5
1072,2024-07-25,Business,99,HubSpot,6
1072,2024-08-24,Enterprise,199,HubSpot,7
1072,2024-09-23,Enterprise,199,HubSpot,8
1073,2024-02-10,Enterprise,199,HubSpot,1
1073,2024-03-11,Enterprise,199,HubSpot,2
1073,2024-04-10,Enterprise,199,HubSpot,3
1073,2024-05-10,Enterprise,199,HubSpot,4
1073,2024-06-09,Enterprise,199,HubSpot,5
1074,2024-03-23,Business,99,HubSpot,1
1074,2024-04-22,Business,99,HubSpot,2
1074,2024-05-22,Business,99,HubSpot,3
1075,2024-03-28,Business,99,HubSpot,1
1075,2024-04-27,Business,99,HubSpot,2
1075,2024-05-27,Business,99,HubSpot,3
1075,2024-06-26,Business,99,HubSpot,4
1075,2024-07-26,Business,99,HubSpot,5
1075,2024-08-25,Business,99,HubSpot,6
1075,2024-09-24,Business,99,HubSpot,7
1076,2024-04-26,Business,99,HubSpot,1
1076,2024-05-26,Business,99,HubSpot,2
1076,2024-06-25,Business,99,HubSpot,3
1076,2024-07-25,Business,99,HubSpot,4
1076,2024-08-24,Business,99,HubSpot,5
1076,2024-09-23,Business,99,HubSpot,6
1076,2024-10-23,Business,99,HubSpot,7
1076,2024-11-22,Enterprise,199,HubSpot,8
1077,2024-02-12,Enterprise,199,HubSpot,1
1077,2024-03-13,Enterprise,199,HubSpot,2
1077,2024-04-12,Enterprise,199,HubSpot,3
1077,2024-05-12,Enterprise,199,HubSpot,4
1077,2024-06-11,Enterprise,199,HubSpot,5
1078,2024-05-11,Professional,59,HubSpot,1
1078,2024-06-10,Professional,59,HubSpot,2
1078,2024-07-10,Professional,59,HubSpot,3
1078,2024-08-09,Professional,59,HubSpot,4
1078,2024-09-08,Professional,59,HubSpot,5
1078,2024-10-08,Professional,59,HubSpot,6
1078,2024-11-07,Professional,59,HubSpot,7
1078,2024-12-07,Professional,59,HubSpot,8
1078,2025-01-06,Professional,59,HubSpot,9
1078,2025-02-05,Professional,59,HubSpot,10
1078,2025-03-07,Professional,59,HubSpot,11
1079,2024-05-05,Business,99,HubSpot,1
1079,2024-06-04,Business,99,HubSpot,2
1079,2024-07-04,Business,99,HubSpot,3
1079,2024-08-03,Business,99,HubSpot,4
1079,2024-09-02,Business,99,HubSpot,5
1079,2024-10-02,Business,99,HubSpot,6
1079,2024-11-01,Enterprise,199,HubSpot,7
1081,2024-02-11,Professional,59,HubSpot,1
1081,2024-03-12,Professional,59,HubSpot,2
1081,2024-04-11,Professional,59,HubSpot,3
1081,2024-05-11,Professional,59,HubSpot,4
1081,2024-06-10,Professional,59,HubSpot,5
1083,2024-03-12,Professional,59,HubSpot,1
1083,2024-04-11,Professional,59,HubSpot,2
1083,2024-05-11,Professional,59,HubSpot,3
1083,2024-06-10,Professional,59,HubSpot,4
1083,2024-07-10,Professional,59,HubSpot,5
1083,2024-08-09,Professional,59,HubSpot,6
1083,2024-09-08,Professional,59,HubSpot,7
1083,2024-10-08,Professional,59,HubSpot,8
1083,2024-11-07,Professional,59,HubSpot,9
1084,2024-03-06,Professional,59,HubSpot,1
1084,2024-04-05,Professional,59,HubSpot,2
1084,2024-05-05,Professional,59,HubSpot,3
1084,2024-06-04,Professional,59,HubSpot,4
1084,2024-07-04,Professional,59,HubSpot,5
1084,2024-08-03,Professional,59,HubSpot,6
1084,2024-09-02,Professional,59,HubSpot,7
1084,2024-10-02,Professional,59,HubSpot,8
1084,2024-11-01,Professional,59,HubSpot,9
1084,2024-12-01,Business,99,HubSpot,10
1084,2024-12-31,Business,99,HubSpot,11
1084,2025-01-30,Enterprise,199,HubSpot,12
1085,2024-03-18,Business,99,HubSpot,1
1087,2024-05-20,Business,99,HubSpot,1
1087,2024-06-19,Business,99,HubSpot,2
1088,2024-05-04,Business,99,HubSpot,1
1088,2024-06-03,Business,99,HubSpot,2
1088,2024-07-03,Business,99,HubSpot,3
1088,2024-08-02,Business,99,HubSpot,4
1088,2024-09-01,Business,99,HubSpot,5
1088,2024-10-01,Business,99,HubSpot,6
1088,2024-10-31,Business,99,HubSpot,7
1089,2024-02-18,Enterprise,199,HubSpot,1
1089,2024-03-19,Enterprise,199,HubSpot,2
1089,2024-04-18,Enterprise,199,HubSpot,3
1089,2024-05-18,Enterprise,199,HubSpot,4
1089,2024-06-17,Enterprise,199,HubSpot,5
1089,2024-07-17,Enterprise,199,HubSpot,6
1089,2024-08-16,Enterprise,199,HubSpot,7
1089,2024-09-15,Enterprise,199,HubSpot,8
1089,2024-10-15,Enterprise,199,HubSpot,9
1089,2024-11-14,Enterprise,199,HubSpot,10
1089,2024-12-14,Enterprise,199,HubSpot,11
1089,2025-01-13,Enterprise,199,HubSpot,12
1090,2024-03-22,Business,99,HubSpot,1
1091,2024-02-15,Enterprise,199,HubSpot,1
1091,2024-03-16,Enterprise,199,HubSpot,2
1091,2024-04-15,Enterprise,199,HubSpot,3
1091,2024-05-15,Enterprise,199,HubSpot,4
1092,2024-02-25,Business,99,HubSpot,1
1093,2024-04-18,Business,99,HubSpot,1
1093,2024-05-18,Business,99,HubSpot,2
1093,2024-06-17,Business,99,HubSpot,3
1093,2024-07-17,Business,99,HubSpot,4
1093,2024-08-16,Business,99,HubSpot,5
1093,2024-09-15,Business,99,HubSpot,6
1093,2024-10-15,Business,99,HubSpot,7
1093,2024-11-14,Enterprise,199,HubSpot,8
1093,2024-12-14,Enterprise,199,HubSpot,9
1094,2024-03-03,Enterprise,199,HubSpot,1
1094,2024-04-02,Enterprise,199,HubSpot,2
1094,2024-05-02,Enterprise,199,HubSpot,3
1094,2024-06-01,Enterprise,199,HubSpot,4
1094,2024-07-01,Enterprise,199,HubSpot,5
1094,2024-07-31,Enterprise,199,HubSpot,6
1094,2024-08-30,Enterprise,199,HubSpot,7
1094,2024-09-29,Enterprise,199,HubSpot,8
1094,2024-10-29,Enterprise,199,HubSpot,9
1095,2024-02-12,Enterprise,199,HubSpot,1
1095,2024-03-13,Enterprise,199,HubSpot,2
1095,2024-04-12,Enterprise,199,HubSpot,3
1095,2024-05-12,Enterprise,199,HubSpot,4
1095,2024-06-11,Enterprise,199,HubSpot,5
1095,2024-07-11,Enterprise,199,HubSpot,6
1096,2024-03-02,Business,99,HubSpot,1
1097,2024-05-12,Starter,29,HubSpot,1
1097,2024-06-11,Starter,29,HubSpot,2
1097,2024-07-11,Starter,29,HubSpot,3
1097,2024-08-10,Starter,29,HubSpot,4
1097,2024-09-09,Starter,29,HubSpot,5
1097,2024-10-09,Starter,29,HubSpot,6
1097,2024-11-08,Starter,29,HubSpot,7
1097,2024-12-08,Starter,29,HubSpot,8
1098,2024-02-19,Business,99,HubSpot,1
1098,2024-03-20,Business,99,HubSpot,2
1098,2024-04-19,Business,99,HubSpot,3
1098,2024-05-19,Business,99,HubSpot,4
1098,2024-06-18,Business,99,HubSpot,5
1098,2024-07-18,Business,99,HubSpot,6
1098,2024-08-17,Business,99,HubSpot,7
1098,2024-09-16,Business,99,HubSpot,8
1098,2024-10-16,Enterprise,199,HubSpot,9
1098,2024-11-15,Enterprise,199,HubSpot,10
1098,2024-12-15,Enterprise,199,HubSpot,11
1099,2024-04-28,Enterprise,199,HubSpot,1
1099,2024-05-28,Enterprise,199,HubSpot,2
1099,2024-06-27,Enterprise,199,HubSpot,3
1099,2024-07-27,Enterprise,199,HubSpot,4
1099,2024-08-26,Enterprise,199,HubSpot,5
1099,2024-09-25,Enterprise,199,HubSpot,6
1099,2024-10-25,Enterprise,199,HubSpot,7
1099,2024-11-24,Enterprise,199,HubSpot,8
1100,2024-04-27,Enterprise,199,HubSpot,1
1100,2024-05-27,Enterprise,199,HubSpot,2
1100,2024-06-26,Enterprise,199,HubSpot,3
1100,2024-07-26,Enterprise,199,HubSpot,4
1101,2024-02-27,Business,99,HubSpot,1
1101,2024-03-28,Business,99,HubSpot,2
1101,2024-04-27,Business,99,HubSpot,3
1101,2024-05-27,Business,99,HubSpot,4
1101,2024-06-26,Business,99,HubSpot,5
1101,2024-07-26,Business,99,HubSpot,6
1101,2024-08-25,Business,99,HubSpot,7
1101,2024-09-24,Business,99,HubSpot,8
1101,2024-10-24,Business,99,HubSpot,9
1101,2024-11-23,Business,99,HubSpot,10
1102,2024-03-16,Business,99,HubSpot,1
1102,2024-04-15,Business,99,HubSpot,2
1102,2024-05-15,Business,99,HubSpot,3
1102,2024-06-14,Business,99,HubSpot,4
1102,2024-07-14,Business,99,HubSpot,5
1102,2024-08-13,Business,99,HubSpot,6
