customer_id,acquisition_source,acquisition_date,company_size,industry,initial_subscription_tier,trial_to_paid_days,is_active
1293,HubSpot,2024-03-08,Large (201-1000),Manufacturing,Business,27.0,True
1294,HubSpot,2024-04-23,Medium (51-200),Manufacturing,Professional,23.0,True
1295,HubSpot,2024-04-03,Enterprise (1000+),Education,Business,25.0,True
1296,HubSpot,2024-01-29,Medium (51-200),Retail,Professional,11.0,True
1297,HubSpot,2024-02-10,Enterprise (1000+),Education,Enterprise,29.0,True
1298,HubSpot,2024-02-10,Large (201-1000),Manufacturing,Enterprise,12.0,True
1299,HubSpot,2024-03-23,Large (201-1000),Education,Enterprise,30.0,True
1300,HubSpot,2024-04-26,Large (201-1000),Healthcare,Enterprise,15.0,True
1301,HubSpot,2024-02-12,Large (201-1000),Education,Enterprise,29.0,True
1302,HubSpot,2024-03-16,Large (201-1000),Finance,Enterprise,,True
1303,HubSpot,2024-03-03,Enterprise (1000+),Healthcare,Enterprise,16.0,True
1304,HubSpot,2024-01-25,Large (201-1000),Education,Enterprise,22.0,True
1305,HubSpot,2024-04-29,Large (201-1000),Healthcare,Enterprise,,True
1306,HubSpot,2024-02-14,Medium (51-200),Education,Professional,14.0,True
1307,HubSpot,2024-01-21,Small (1-50),Finance,Professional,10.0,True
1308,HubSpot,2024-02-01,Small (1-50),Retail,Starter,22.0,True
1309,HubSpot,2024-02-09,Large (201-1000),Finance,Enterprise,9.0,True
1310,HubSpot,2024-02-13,Small (1-50),Retail,Starter,12.0,True
1311,HubSpot,2024-01-19,Enterprise (1000+),Healthcare,Enterprise,16.0,True
1312,HubSpot,2024-01-16,Large (201-1000),Finance,Business,27.0,True
1313,HubSpot,2024-03-18,Medium (51-200),Finance,Business,10.0,True
1314,HubSpot,2024-04-17,Enterprise (1000+),Education,Enterprise,30.0,True
1315,HubSpot,2024-02-21,Medium (51-200),Manufacturing,Professional,19.0,True
1316,HubSpot,2024-03-20,Large (201-1000),Retail,Business,12.0,True
1317,HubSpot,2024-03-16,Large (201-1000),Technology,Business,14.0,True
1318,HubSpot,2024-02-18,Large (201-1000),Manufacturing,Enterprise,7.0,True
1319,HubSpot,2024-03-01,Medium (51-200),Education,Professional,,True
1320,HubSpot,2024-03-06,Large (201-1000),Education,Business,16.0,True
1321,HubSpot,2024-02-12,Medium (51-200),Retail,Professional,30.0,True
1322,HubSpot,2024-03-02,Enterprise (1000+),Manufacturing,Enterprise,13.0,True
1323,HubSpot,2024-04-11,Small (1-50),Manufacturing,Professional,9.0,True
1324,HubSpot,2024-01-29,Small (1-50),Manufacturing,Starter,12.0,True
1325,HubSpot,2024-03-21,Enterprise (1000+),Education,Business,25.0,True
1326,HubSpot,2024-05-09,Enterprise (1000+),Retail,Business,,True
1327,HubSpot,2024-03-27,Small (1-50),Education,Professional,30.0,False
1328,HubSpot,2024-02-16,Small (1-50),Manufacturing,Starter,,True
1329,HubSpot,2024-04-13,Small (1-50),Technology,Starter,22.0,False
1330,HubSpot,2024-03-07,Medium (51-200),Education,Professional,27.0,True
1331,HubSpot,2024-03-02,Enterprise (1000+),Retail,Enterprise,28.0,True
1332,HubSpot,2024-05-05,Medium (51-200),Technology,Business,24.0,True
1333,HubSpot,2024-01-31,Medium (51-200),Technology,Professional,21.0,True
1334,HubSpot,2024-03-24,Enterprise (1000+),Healthcare,Enterprise,18.0,True
1335,HubSpot,2024-02-08,Small (1-50),Education,Starter,7.0,True
1336,HubSpot,2024-01-23,Small (1-50),Retail,Starter,29.0,True
1337,HubSpot,2024-02-15,Small (1-50),Retail,Professional,13.0,True
1338,HubSpot,2024-04-23,Small (1-50),Manufacturing,Starter,14.0,True
1339,HubSpot,2024-04-17,Large (201-1000),Healthcare,Enterprise,11.0,True
1340,HubSpot,2024-03-21,Medium (51-200),Finance,Business,24.0,True
1341,HubSpot,2024-05-06,Medium (51-200),Manufacturing,Business,18.0,True
1342,HubSpot,2024-04-09,Enterprise (1000+),Education,Enterprise,11.0,True
1343,HubSpot,2024-02-07,Enterprise (1000+),Healthcare,Business,29.0,True
1344,HubSpot,2024-03-14,Small (1-50),Retail,Professional,11.0,True
1345,HubSpot,2024-02-16,Medium (51-200),Education,Business,,True
1346,HubSpot,2024-03-02,Small (1-50),Technology,Starter,28.0,True
1347,HubSpot,2024-01-20,Small (1-50),Manufacturing,Starter,24.0,True
1348,HubSpot,2024-02-10,Large (201-1000),Technology,Enterprise,13.0,True
1349,HubSpot,2024-01-30,Enterprise (1000+),Education,Business,13.0,True
1350,HubSpot,2024-02-14,Large (201-1000),Retail,Enterprise,27.0,True
1351,HubSpot,2024-02-17,Large (201-1000),Retail,Enterprise,,True
1352,HubSpot,2024-03-15,Large (201-1000),Finance,Business,8.0,True
1353,HubSpot,2024-02-12,Medium (51-200),Finance,Professional,25.0,True
1354,HubSpot,2024-03-08,Large (201-1000),Healthcare,Business,19.0,True
1355,HubSpot,2024-02-15,Enterprise (1000+),Finance,Enterprise,22.0,True
1356,HubSpot,2024-04-06,Enterprise (1000+),Healthcare,Enterprise,18.0,True
1357,HubSpot,2024-04-16,Enterprise (1000+),Manufacturing,Business,8.0,True
1358,Pipedrive,2024-05-19,Small (1-50),Technology,Starter,27.0,True
